*******************************************************************************
JPL/HORIZONS              67P/Churyumov-Gerasimenko        2023-Mar-06 17:35:01
Rec #:90000697 (+COV) Soln.date: 2023-Jan-17_10:30:45   # obs: 7133 (2013-2022)
 
IAU76/J2000 helio. ecliptic osc. elements (au, days, deg., period=Julian yrs):
 
  EPOCH=  2457691.5 ! 2016-Oct-30.0000000 (TDB)    RMSW= n.a.
   EC= .6419142432787543   QR= 1.240472505873183   TP= 2457247.9181367746
   OM= 50.04561279541581   W= 12.83931267126669    IN= 7.052951527506115
   A= 3.464177177085648    MA= 67.80749654588392   ADIST= 5.687881848298113
   PER= 6.4477523207981    N= .152863546           ANGMOM= .024549929
   DAN= 1.25272            DDN= 5.44388            L= 62.7909565
   B= 1.5635283            MOID= .254401           TP= 2015-Aug-13.4181367746
 
Comet physical (GM= km^3/s^2; RAD= km):
   GM= 6.622E-7            RAD= 1.7
   M1=  12.8     M2=  n.a.     k1=  8.     k2= n.a.     PHCOF= n.a.
 
Comet non-gravitational force model (AMRAT=m^2/kg;A1-A3=au/d^2;DT=days;R0=au):
   AMRAT=  0.                                      DT=  0.
   A1= 6.253191828728E-10  A2= -9.530938230455E-11 A3= 0.
 Standard model:
   ALN=  .1112620426   NK=  4.6142   NM=  2.15     NN=  5.093    R0=  2.808
 
COMET comments 
1: soln ref.= JPL#K212/38, data arc: 2013-04-17 to 2022-05-28
2: k1=8.;
*******************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Mon Mar  6 17:35:01 2023 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: 67P/Churyumov-Gerasimenko       {source: JPL#K212/38}
Center body name: Earth (399)                     {source: DE441}
Center-site name: GEOCENTRIC
*******************************************************************************
Start time      : A.D. 2023-Mar-07 00:00:00.0000 UT      
Stop  time      : A.D. 2024-Mar-07 00:00:00.0000 UT      
Step-size       : 1440 minutes
*******************************************************************************
Target pole/equ : undefined
Target radii    : 1.7 km                                                       
Center geodetic : 0.0, 0.0, -6378.137             {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : ITRF93                          {East-longitude positive}
Center radii    : 6378.137, 6378.137, 6356.752 km {Equator_a, b, pole_c}       
Target primary  : Sun
Vis. interferer : MOON (R_eq= 1737.400) km        {source: DE441}
Rel. light bend : Sun                             {source: DE441}
Rel. lght bnd GM: 1.3271E+11 km^3/s^2                                          
Small-body perts: Yes                             {source: SB441-N16}
Atmos refraction: NO (AIRLESS)
RA format       : HMS
Time format     : CAL 
Calendar mode   : Mixed Julian/Gregorian
EOP file        : eop.230306.p230529                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2023-MAR-06. PREDICTS-> 2023-MAY-28
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
Table format    : Comma Separated Values (spreadsheet)
*******************************************************************************
Initial IAU76/J2000 heliocentric ecliptic osculating elements (au, days, deg.):
  EPOCH=  2457691.5 ! 2016-Oct-30.0000000 (TDB)    RMSW= n.a.                  
   EC= .6419142432787543   QR= 1.240472505873183   TP= 2457247.9181367746      
   OM= 50.04561279541581   W= 12.83931267126669    IN= 7.052951527506115       
  Equivalent ICRF heliocentric cartesian coordinates (au, au/d):
   X=-3.671444539611959E+00  Y=-1.497762385991873E+00  Z=-4.027133458856754E-01
  VX=-2.291930438111897E-03 VY=-6.813786631688840E-03 VZ=-3.374841349586171E-03
Comet physical (GM= km^3/s^2; RAD= km):                                        
   GM= 6.622E-7            RAD= 1.7                                            
   M1=  12.8     M2=  n.a.     k1=  8.     k2= n.a.     PHCOF= n.a.            
Comet non-gravitational force model (AMRAT=m^2/kg;A1-A3=au/d^2;DT=days;R0=au): 
   AMRAT=  0.                                      DT=  0.                     
   A1= 6.253191828728E-10  A2= -9.530938230455E-11 A3= 0.                      
 Standard model:                                                               
   ALN=  .1112620426   NK=  4.6142   NM=  2.15     NN=  5.093    R0=  2.808    
*************************************************************************************************************************************************************************************
 Date__(UT)__HR:MN, , , R.A._(ICRF), DEC__(ICRF),    T-mag,  N-mag,             delta,     deldot,     S-O-T,/r,     S-T-O,  Sky_motion, Sky_mot_PA, RelVel-ANG, Lun_Sky_Brt  sky_SNR
 2023-Mar-28 00:00, , , 13 51 18.63, -10 20 53.8,   20.535,   n.a.,  3.38643394198003, -3.4904529,  157.1742,/L,    5.1415,   0.4482290,  289.05838,  -10.77600,        n.a.     n.a.
 2023-Mar-29 00:00, , , 13 50 37.07, -10 17 21.0,   20.538,   n.a.,  3.38456464021296, -2.9822082,  158.3429,/L,    4.8872,   0.4533681,  289.07835,  -9.139046,        n.a.     n.a.
 2023-Mar-30 00:00, , , 13 49 55.06, -10 13 45.7,   20.540,   n.a.,  3.38299014319908, -2.4695860,  159.5128,/L,    4.6312,   0.4581934,  289.09785,  -7.513698,        n.a.     n.a.
 2023-Mar-31 00:00, , , 13 49 12.63, -10 10 08.0,   20.543,   n.a.,  3.38171289949154, -1.9528612,  160.6838,/L,    4.3734,   0.4627023,  289.11690,  -5.900111,        n.a.     n.a.
 2023-Apr-01 00:00, , , 13 48 29.82, -10 06 28.1,   20.546,   n.a.,  3.38073520056472, -1.4323030,  161.8557,/L,    4.1141,   0.4668921,  289.13549,  -4.298416,        n.a.     n.a.
 2023-Apr-02 00:00, , , 13 47 46.65, -10 02 46.0,   20.549,   n.a.,  3.38005918409216, -0.9081748,  163.0284,/L,    3.8534,   0.4707608,  289.15364,  -2.708719,        n.a.     n.a.
 2023-Apr-03 00:00, , , 13 47 03.15, -09 59 02.0,   20.552,   n.a.,  3.37968683792872, -0.3807313,  164.2018,/L,    3.5914,   0.4743069,  289.17133,  -1.131093,        n.a.     n.a.
 2023-Apr-04 00:00, , , 13 46 19.35, -09 55 16.2,   20.556,   n.a.,  3.37962000605655,  0.1497848,  165.3756,/L,    3.3283,   0.4775291,  289.18858,  0.4344284,        n.a.     n.a.
 2023-Apr-05 00:00, , , 13 45 35.28, -09 51 28.7,   20.559,   n.a.,  3.37986039721332,  0.6831484,  166.5497,/L,    3.0642,   0.4804265,  289.20538,  1.9878640,        n.a.     n.a.
 2023-Apr-06 00:00, , , 13 44 50.98, -09 47 39.8,   20.563,   n.a.,  3.38040959619979,  1.2191562,  167.7238,/L,    2.7992,   0.4829988,  289.22172,  3.5292937,        n.a.     n.a.
 2023-Apr-07 00:00, , , 13 44 06.46, -09 43 49.5,   20.567,   n.a.,  3.38126907700871,  1.7576278,  168.8976,/L,    2.5336,   0.4852453,  289.23759,  5.0588630,        n.a.     n.a.
 2023-Apr-08 00:00, , , 13 43 21.77, -09 39 58.1,   20.571,   n.a.,  3.38244021608942,  2.2984050,  170.0709,/L,    2.2674,   0.4871654,  289.25297,  6.5767816,        n.a.     n.a.
 2023-Apr-09 00:00, , , 13 42 36.93, -09 36 05.6,   20.576,   n.a.,  3.38392430351286,  2.8413457,  171.2432,/L,    2.0010,   0.4887581,  289.26783,  8.0833131,        n.a.     n.a.
 2023-Apr-10 00:00, , , 13 41 51.97, -09 32 12.3,   20.580,   n.a.,  3.38572254975858,  3.3863146,  172.4137,/L,    1.7345,   0.4900217,  289.28212,  9.5787575,        n.a.     n.a.
 2023-Apr-11 00:00, , , 13 41 06.92, -09 28 18.4,   20.585,   n.a.,  3.38783608635141,  3.9331715,  173.5815,/L,    1.4684,   0.4909542,  289.29580,  11.063429,        n.a.     n.a.
 2023-Apr-12 00:00, , , 13 40 21.81, -09 24 23.9,   20.590,   n.a.,  3.39026595941886,  4.4817588,  174.7446,/L,    1.2031,   0.4915526,  289.30878,  12.537633,        n.a.     n.a.
 2023-Apr-13 00:00, , , 13 39 36.68, -09 20 29.1,   20.595,   n.a.,  3.39301311606199,  5.0318892,  175.8990,/L,    0.9397,   0.4918136,  289.32097,  14.001641,        n.a.     n.a.
 2023-Apr-14 00:00, , , 13 38 51.55, -09 16 34.1,   20.601,   n.a.,  3.39607838397591,  5.5833347,  177.0348,/L,    0.6804,   0.4917336,  289.33229,  15.455667,        n.a.     n.a.
 2023-Apr-15 00:00, , , 13 38 06.45, -09 12 39.1,   20.606,   n.a.,  3.39946244507107,  6.1358170,  178.1186,/L,    0.4328,   0.4913091,  289.34262,  16.899849,        n.a.     n.a.
 2023-Apr-16 00:00, , , 13 37 21.42, -09 08 44.2,   20.612,   n.a.,  3.40316580427885,  6.6890008,  178.9728,/L,    0.2360,   0.4905367,  289.35184,  18.334225,        n.a.     n.a.
 2023-Apr-17 00:00, , , 13 36 36.48, -09 04 49.8,   20.618,   n.a.,  3.40718875565575,  7.2424913,  178.8449,/T,    0.2597,   0.4894140,  289.35984,  19.758722,        n.a.     n.a.
 2023-Apr-18 00:00, , , 13 35 51.68, -09 00 55.8,   20.624,   n.a.,  3.41153134934504,  7.7958403,  177.9094,/T,    0.4708,   0.4879399,  289.36651,  21.173153,        n.a.     n.a.
 2023-Apr-19 00:00, , , 13 35 07.04, -08 57 02.6,   20.630,   n.a.,  3.41619336428834,  8.3485600,  176.8132,/T,    0.7190,   0.4861148,  289.37175,  22.577234,        n.a.     n.a.
 2023-Apr-20 00:00, , , 13 34 22.59, -08 53 10.3,   20.637,   n.a.,  3.42117429172870,  8.9001460,  175.6779,/T,    0.9757,   0.4839416,  289.37551,  23.970617,        n.a.     n.a.
 2023-Apr-21 00:00, , , 13 33 38.36, -08 49 19.1,   20.644,   n.a.,  3.42647333275382,  9.4501021,  174.5288,/T,    1.2348,   0.4814247,  289.37773,  25.352936,        n.a.     n.a.
 2023-Apr-22 00:00, , , 13 32 54.39, -08 45 29.2,   20.650,   n.a.,  3.43208940976760,  9.9979624,  173.3741,/T,    1.4945,   0.4785706,  289.37837,  26.723850,        n.a.     n.a.
 2023-Apr-23 00:00, , , 13 32 10.70, -08 41 40.7,   20.658,   n.a.,  3.43802118835760, 10.5433049,  172.2170,/T,    1.7536,   0.4753868,  289.37742,  28.083084,        n.a.     n.a.
 2023-Apr-24 00:00, , , 13 31 27.32, -08 37 53.9,   20.665,   n.a.,  3.44426710414975, 11.0857552,  171.0594,/T,    2.0119,   0.4718819,  289.37485,  29.430434,        n.a.     n.a.
 2023-Apr-25 00:00, , , 13 30 44.29, -08 34 08.9,   20.672,   n.a.,  3.45082538948948, 11.6249827,  169.9022,/T,    2.2690,   0.4680645,  289.37064,  30.765776,        n.a.     n.a.
 2023-Apr-26 00:00, , , 13 30 01.62, -08 30 25.8,   20.680,   n.a.,  3.45769409653369, 12.1606924,  168.7460,/T,    2.5246,   0.4639439,  289.36477,  32.089045,        n.a.     n.a.
 2023-Apr-27 00:00, , , 13 29 19.35, -08 26 44.8,   20.688,   n.a.,  3.46487111546854, 12.6926171,  167.5913,/T,    2.7785,   0.4595289,  289.35721,  33.400226,        n.a.     n.a.
 2023-Apr-28 00:00, , , 13 28 37.50, -08 23 06.1,   20.696,   n.a.,  3.47235418825601, 13.2205100,  166.4385,/T,    3.0307,   0.4548288,  289.34790,  34.699329,        n.a.     n.a.
 2023-Apr-29 00:00, , , 13 27 56.10, -08 19 29.9,   20.704,   n.a.,  3.48014091928801, 13.7441410,  165.2877,/T,    3.2808,   0.4498528,  289.33681,  35.986385,        n.a.     n.a.
 2023-Apr-30 00:00, , , 13 27 15.17, -08 15 56.2,   20.712,   n.a.,  3.48822878469576, 14.2632961,  164.1391,/T,    3.5289,   0.4446102,  289.32389,  37.261436,        n.a.     n.a.
 2023-May-01 00:00, , , 13 26 34.73, -08 12 25.2,   20.720,   n.a.,  3.49661514204520, 14.7777793,  162.9930,/T,    3.7748,   0.4391105,  289.30908,  38.524530,        n.a.     n.a.
 2023-May-02 00:00, , , 13 25 54.82, -08 08 57.1,   20.729,   n.a.,  3.50529724188906, 15.2874169,  161.8495,/T,    4.0183,   0.4333635,  289.29233,  39.775733,        n.a.     n.a.
 2023-May-03 00:00, , , 13 25 15.43, -08 05 32.0,   20.738,   n.a.,  3.51427224216814, 15.7920628,  160.7087,/T,    4.2594,   0.4273788,  289.27356,  41.015136,        n.a.     n.a.
 2023-May-04 00:00, , , 13 24 36.61, -08 02 09.9,   20.747,   n.a.,  3.52353722568989, 16.2916036,  159.5707,/T,    4.4979,   0.4211663,  289.25272,  42.242869,        n.a.     n.a.
 2023-May-05 00:00, , , 13 23 58.37, -07 58 51.1,   20.756,   n.a.,  3.53308921980755, 16.7859608,  158.4356,/T,    4.7339,   0.4147353,  289.22972,  43.459121,        n.a.     n.a.
 2023-May-06 00:00, , , 13 23 20.72, -07 55 35.7,   20.765,   n.a.,  3.54292521607719, 17.2750878,  157.3035,/T,    4.9671,   0.4080944,  289.20447,  44.664147,        n.a.     n.a.
 2023-May-07 00:00, , , 13 22 43.69, -07 52 23.7,   20.774,   n.a.,  3.55304218646298, 17.7589613,  156.1744,/T,    5.1975,   0.4012516,  289.17683,  45.858279,        n.a.     n.a.
 2023-May-08 00:00, , , 13 22 07.29, -07 49 15.3,   20.784,   n.a.,  3.56343709220767, 18.2375645,  155.0485,/T,    5.4250,   0.3942134,  289.14667,  47.041905,        n.a.     n.a.
 2023-May-09 00:00, , , 13 21 31.55, -07 46 10.6,   20.793,   n.a.,  3.57410688232347, 18.7108684,  153.9258,/T,    5.6496,   0.3869855,  289.11377,  48.215458,        n.a.     n.a.
 2023-May-10 00:00, , , 13 20 56.47, -07 43 09.6,   20.803,   n.a.,  3.58504848077735, 19.1788125,  152.8064,/T,    5.8711,   0.3795724,  289.07792,  49.379373,        n.a.     n.a.
 2023-May-11 00:00, , , 13 20 22.07, -07 40 12.5,   20.813,   n.a.,  3.59625876407850, 19.6412913,  151.6903,/T,    6.0895,   0.3719781,  289.03883,  50.534053,        n.a.     n.a.
 2023-May-12 00:00, , , 13 19 48.37, -07 37 19.4,   20.823,   n.a.,  3.60773453299467, 20.0981476,  150.5775,/T,    6.3047,   0.3642066,  288.99620,  51.679844,        n.a.     n.a.
 2023-May-13 00:00, , , 13 19 15.39, -07 34 30.4,   20.833,   n.a.,  3.61947248279346, 20.5491739,  149.4683,/T,    6.5167,   0.3562621,  288.94969,  52.817011,        n.a.     n.a.
 2023-May-14 00:00, , , 13 18 43.13, -07 31 45.6,   20.844,   n.a.,  3.63146917583249, 20.9941189,  148.3625,/T,    6.7253,   0.3481492,  288.89893,  53.945730,        n.a.     n.a.
 2023-May-15 00:00, , , 13 18 11.62, -07 29 05.0,   20.854,   n.a.,  3.64372101922070, 21.4326984,  147.2603,/T,    6.9305,   0.3398738,  288.84354,  55.066082,        n.a.     n.a.
 2023-May-16 00:00, , , 13 17 40.87, -07 26 28.8,   20.865,   n.a.,  3.65622424933158, 21.8646078,  146.1618,/T,    7.1323,   0.3314425,  288.78311,  56.178065,        n.a.     n.a.
 2023-May-17 00:00, , , 13 17 10.89, -07 23 57.0,   20.875,   n.a.,  3.66897492437820, 22.2895371,  145.0670,/T,    7.3306,   0.3228633,  288.71723,  57.281599,        n.a.     n.a.
 2023-May-18 00:00, , , 13 16 41.69, -07 21 29.8,   20.886,   n.a.,  3.68196892580576, 22.7071868,  143.9760,/T,    7.5253,   0.3141451,  288.64544,  58.376543,        n.a.     n.a.
 2023-May-19 00:00, , , 13 16 13.28, -07 19 07.2,   20.897,   n.a.,  3.69520196853019, 23.1172821,  142.8889,/T,    7.7163,   0.3052979,  288.56729,  59.462718,        n.a.     n.a.
 2023-May-20 00:00, , , 13 15 45.69, -07 16 49.3,   20.908,   n.a.,  3.70866961892991, 23.5195849,  141.8057,/T,    7.9037,   0.2963322,  288.48226,  60.539931,        n.a.     n.a.
 2023-May-21 00:00, , , 13 15 18.91, -07 14 36.1,   20.919,   n.a.,  3.72236731827564, 23.9139008,  140.7265,/T,    8.0873,   0.2872592,  288.38980,  61.607999,        n.a.     n.a.
 2023-May-22 00:00, , , 13 14 52.95, -07 12 27.7,   20.930,   n.a.,  3.73629040848488, 24.3000799,  139.6513,/T,    8.2672,   0.2780899,  288.28929,  62.666763,        n.a.     n.a.
 2023-May-23 00:00, , , 13 14 27.82, -07 10 24.3,   20.941,   n.a.,  3.75043415709496, 24.6780136,  138.5802,/T,    8.4433,   0.2688352,  288.18003,  63.716101,        n.a.     n.a.
 2023-May-24 00:00, , , 13 14 03.54, -07 08 25.7,   20.953,   n.a.,  3.76479377914252, 25.0476276,  137.5132,/T,    8.6155,   0.2595057,  288.06119,  64.755931,        n.a.     n.a.
 2023-May-25 00:00, , , 13 13 40.10, -07 06 32.1,   20.964,   n.a.,  3.77936445484960, 25.4088743,  136.4504,/T,    8.7839,   0.2501114,  287.93183,  65.786205,        n.a.     n.a.
 2023-May-26 00:00, , , 13 13 17.51, -07 04 43.5,   20.976,   n.a.,  3.79414134320449, 25.7617268,  135.3918,/T,    8.9484,   0.2406620,  287.79085,  66.806900,        n.a.     n.a.
 2023-May-27 00:00, , , 13 12 55.78, -07 02 59.9,   20.987,   n.a.,  3.80911959239400, 26.1061742,  134.3373,/T,    9.1089,   0.2311668,  287.63696,  67.818011,        n.a.     n.a.
 2023-May-28 00:00, , , 13 12 34.91, -07 01 21.3,   20.999,   n.a.,  3.82429434852016, 26.4422201,  133.2871,/T,    9.2656,   0.2216348,  287.46866,  68.819539,        n.a.     n.a.
 2023-May-29 00:00, , , 13 12 14.90, -06 59 47.9,   21.010,   n.a.,  3.83966076418267, 26.7698839,  132.2410,/T,    9.4183,   0.2120745,  287.28417,  69.811491,        n.a.     n.a.
 2023-May-30 00:00, , , 13 11 55.75, -06 58 19.5,   21.022,   n.a.,  3.85521400841032, 27.0892038,  131.1993,/T,    9.5670,   0.2024945,  287.08140,  70.793872,        n.a.     n.a.
 2023-May-31 00:00, , , 13 11 37.47, -06 56 56.2,   21.034,   n.a.,  3.87094927909127, 27.4002424,  130.1617,/T,    9.7118,   0.1929028,  286.85786,  71.766697,        n.a.     n.a.
 2023-Jun-01 00:00, , , 13 11 20.05, -06 55 38.0,   21.046,   n.a.,  3.88686181839615, 27.7030913,  129.1283,/T,    9.8527,   0.1833074,  286.61053,  72.729994,        n.a.     n.a.
 2023-Jun-02 00:00, , , 13 11 03.50, -06 54 25.0,   21.058,   n.a.,  3.90294693056851, 27.9978739,  128.0991,/T,    9.9896,   0.1737154,  286.33576,  73.683824,        n.a.     n.a.
 2023-Jun-03 00:00, , , 13 10 47.82, -06 53 17.0,   21.070,   n.a.,  3.91919999983803, 28.2847427,  127.0741,/T,   10.1225,   0.1641332,  286.02901,  74.628299,        n.a.     n.a.
